,ground_truth,logits,image_name
38,A,"[7.378651142120361, -0.9957724213600159, -1.9408609867095947, -0.48806190490722656]",38.png
39,A,"[8.136568069458008, -1.2488529682159424, -1.9520920515060425, -0.7194725275039673]",39.png
40,A,"[7.647175312042236, -1.5438811779022217, -1.685056447982788, -0.3320697546005249]",40.png
41,A,"[7.021100997924805, -1.4967155456542969, -0.9637037515640259, -0.5187070369720459]",41.png
42,A,"[7.322876930236816, -1.8522919416427612, -1.5822008848190308, -0.08802168816328049]",42.png
43,A,"[7.033740997314453, -1.9556877613067627, -1.5708900690078735, 0.2872358560562134]",43.png
44,A,"[7.962008953094482, -2.3451426029205322, -1.5681794881820679, 0.10712552815675735]",44.png
45,A,"[7.122862815856934, -2.041914224624634, -1.4455970525741577, 0.2768721282482147]",45.png
46,A,"[7.400640964508057, -2.029831647872925, -1.6846765279769897, 0.407376229763031]",46.png
47,A,"[7.4231696128845215, -2.0902278423309326, -1.5222722291946411, 0.27449876070022583]",47.png
48,A,"[6.7045512199401855, -2.341273069381714, -1.2091798782348633, 0.646725058555603]",48.png
49,A,"[7.399531841278076, -2.531695604324341, -1.3378480672836304, 0.6892338991165161]",49.png
50,A,"[6.494596481323242, -2.672895669937134, -1.1379895210266113, 1.2756280899047852]",50.png
51,A,"[6.932892322540283, -2.2087128162384033, -1.314150333404541, 0.6075025796890259]",51.png
52,A,"[7.282353401184082, -2.511378526687622, -1.0365999937057495, 0.305067777633667]",52.png
53,A,"[8.617067337036133, -2.320753812789917, -1.5134433507919312, -0.22335678339004517]",53.png
54,A,"[8.331594467163086, -2.5983662605285645, -1.4243850708007812, 0.18134641647338867]",54.png
55,A,"[8.273096084594727, -2.3793294429779053, -1.3275314569473267, 0.03857225924730301]",55.png
56,A,"[8.058821678161621, -1.9974958896636963, -1.520833134651184, -0.1294448971748352]",56.png
57,A,"[7.3703131675720215, -1.9447951316833496, -1.6328612565994263, 0.2950705289840698]",57.png
58,A,"[7.718960762023926, -1.4075307846069336, -1.635334849357605, -0.5686442852020264]",58.png
59,A,"[7.1405768394470215, -1.2184579372406006, -1.876278281211853, 0.041337259113788605]",59.png
60,A,"[6.988133430480957, -1.6389185190200806, -1.5195482969284058, 0.20670229196548462]",60.png
61,A,"[5.737159252166748, -1.3217272758483887, -1.002476692199707, 0.2979498505592346]",61.png
62,None,"[2.2709479331970215, -0.960071861743927, 2.6496708393096924, -0.5311136245727539]",62.png
63,None,"[-0.892621636390686, -1.0061525106430054, 5.665883541107178, -0.2503828704357147]",63.png
64,L,"[-1.5086915493011475, -1.410636305809021, 6.595026016235352, -0.024218134582042694]",64.png
65,L,"[-1.8381938934326172, -2.1225268840789795, 8.179034233093262, -0.22594475746154785]",65.png
66,L,"[-2.2873246669769287, -1.8437851667404175, 9.11450481414795, -0.6997498273849487]",66.png
67,L,"[-2.2138285636901855, -1.5454716682434082, 8.340828895568848, -0.5840505957603455]",67.png
68,L,"[-2.8191781044006348, -1.7302393913269043, 9.255050659179688, -0.512667715549469]",68.png
69,L,"[-2.772961378097534, -2.049983501434326, 9.736225128173828, -0.454524427652359]",69.png
70,L,"[-2.5196645259857178, -2.21559739112854, 9.764459609985352, -0.49741131067276]",70.png
71,L,"[-2.6218597888946533, -1.611051321029663, 8.497176170349121, -0.25338447093963623]",71.png
72,L,"[-2.4400594234466553, -1.6996557712554932, 8.861322402954102, -0.5185034871101379]",72.png
73,L,"[-2.7763988971710205, -1.4537537097930908, 8.85877513885498, -0.38758352398872375]",73.png
74,L,"[-2.5274250507354736, -1.7363351583480835, 8.917113304138184, -0.4380802810192108]",74.png
75,L,"[-2.4381139278411865, -1.8687853813171387, 9.503408432006836, -0.7225013375282288]",75.png
76,L,"[-2.855299234390259, -1.463043451309204, 9.162009239196777, -0.5429177284240723]",76.png
77,L,"[-2.737319231033325, -1.5155824422836304, 9.660884857177734, -0.9106440544128418]",77.png
78,L,"[-2.732818126678467, -2.0347487926483154, 9.795910835266113, -0.5479492545127869]",78.png
79,L,"[-2.6629486083984375, -1.7272462844848633, 9.390080451965332, -0.6863872408866882]",79.png
80,L,"[-2.70961332321167, -1.7994301319122314, 9.866475105285645, -0.7996426820755005]",80.png
81,L,"[-2.474966526031494, -1.5578997135162354, 8.673975944519043, -0.5837374925613403]",81.png
82,L,"[-2.3530266284942627, -1.8432838916778564, 8.91779613494873, -0.5032237768173218]",82.png
83,L,"[-2.579927444458008, -1.5331504344940186, 8.945401191711426, -0.6120734810829163]",83.png
84,L,"[-3.039100170135498, -1.430620551109314, 9.96385383605957, -0.981062650680542]",84.png
85,L,"[-2.5901122093200684, -1.4254536628723145, 8.926680564880371, -0.767632007598877]",85.png
86,L,"[-2.6025326251983643, -1.5567610263824463, 9.561948776245117, -1.0231454372406006]",86.png
87,L,"[-2.751850128173828, -1.524546504020691, 9.281046867370605, -0.7777742147445679]",87.png
88,L,"[-2.7378454208374023, -1.5392855405807495, 9.145855903625488, -0.6602111458778381]",88.png
89,L,"[-2.753477096557617, -1.7655155658721924, 9.516901016235352, -0.6280974745750427]",89.png
90,L,"[-2.418489456176758, -1.2203772068023682, 8.220004081726074, -0.7012568116188049]",90.png
91,L,"[-2.748718023300171, -1.9099335670471191, 9.648829460144043, -0.5303518772125244]",91.png
92,L,"[-2.603257179260254, -1.670947790145874, 9.001986503601074, -0.6211811304092407]",92.png
93,L,"[-2.3357975482940674, -1.792083501815796, 8.497220039367676, -0.34395137429237366]",93.png
94,L,"[-2.454249382019043, -1.7297515869140625, 9.062434196472168, -0.6338096857070923]",94.png
95,L,"[-2.4933528900146484, -1.4137897491455078, 8.740070343017578, -0.7319613099098206]",95.png
96,L,"[-2.1638472080230713, -1.809680700302124, 8.45538330078125, -0.5236471891403198]",96.png
97,L,"[-2.1059165000915527, -1.484194040298462, 8.62724781036377, -0.9215686917304993]",97.png
98,L,"[-1.785348892211914, -1.6970386505126953, 8.881265640258789, -1.06607985496521]",98.png
99,L,"[-2.723461151123047, -1.2402005195617676, 9.260443687438965, -0.9913287162780762]",99.png
100,None,"[-2.4558358192443848, -0.7369959950447083, 6.926755428314209, -0.3974830210208893]",100.png
101,None,"[-1.3409889936447144, -0.2486325353384018, 1.0379372835159302, 3.0936155319213867]",101.png
102,Y,"[-1.7325708866119385, -0.7918122410774231, -0.517503023147583, 6.183799743652344]",102.png
103,Y,"[-1.7602940797805786, -1.0417855978012085, -1.0526295900344849, 7.768640518188477]",103.png
104,Y,"[-0.9699947834014893, -2.726896286010742, -0.7252204418182373, 8.773487091064453]",104.png
105,Y,"[-1.2226459980010986, -2.3661649227142334, -0.7622212171554565, 8.717026710510254]",105.png
106,Y,"[-1.5525109767913818, -2.714918851852417, -0.559211015701294, 9.144554138183594]",106.png
107,Y,"[-1.4938782453536987, -2.657621145248413, -0.7160106897354126, 9.22789192199707]",107.png
108,Y,"[-1.1834673881530762, -2.6685616970062256, -0.9501050710678101, 9.142892837524414]",108.png
109,Y,"[-1.6844571828842163, -1.3292338848114014, -1.0318939685821533, 8.115873336791992]",109.png
110,Y,"[-1.8056538105010986, -1.510711908340454, -0.898086667060852, 7.971976280212402]",110.png
111,Y,"[-1.6519484519958496, -2.5676252841949463, -0.3478609025478363, 8.74496841430664]",111.png
112,Y,"[-1.690596103668213, -2.439354419708252, -0.5694031715393066, 8.87368106842041]",112.png
113,Y,"[-1.5453729629516602, -2.5019338130950928, -0.8207590579986572, 9.074448585510254]",113.png
114,Y,"[-1.449905276298523, -2.385406255722046, -0.7493488788604736, 8.762290954589844]",114.png
115,Y,"[-1.8612490892410278, -2.517711639404297, -0.8221107721328735, 9.352096557617188]",115.png
116,Y,"[-1.674639105796814, -2.1475932598114014, -0.8708955645561218, 8.841897964477539]",116.png
117,Y,"[-1.6382664442062378, -2.066739559173584, -1.0209112167358398, 8.897088050842285]",117.png
118,Y,"[-1.6632716655731201, -2.2663915157318115, -0.7348677515983582, 8.6991548538208]",118.png
119,Y,"[-1.711330533027649, -1.3013163805007935, -1.2535326480865479, 8.35042953491211]",119.png
120,Y,"[-1.5325167179107666, -1.462561011314392, -1.141985535621643, 8.11945629119873]",120.png
121,Y,"[-1.9002541303634644, -1.5280753374099731, -0.9564304351806641, 8.473116874694824]",121.png
122,Y,"[-1.7754541635513306, -1.9762470722198486, -1.0890120267868042, 9.294977188110352]",122.png
123,Y,"[-1.5110321044921875, -1.0869626998901367, -1.1977466344833374, 7.561304092407227]",123.png
124,Y,"[-1.6531705856323242, -2.507073163986206, -0.8258441686630249, 9.31601333618164]",124.png
125,Y,"[-1.6508479118347168, -2.69543194770813, -0.61334228515625, 9.24931812286377]",125.png
126,Y,"[-1.3824982643127441, -2.030233144760132, -0.9347990155220032, 8.386493682861328]",126.png
127,Y,"[-1.4894070625305176, -2.054408311843872, -0.8588179349899292, 8.54757308959961]",127.png
128,Y,"[-2.058389186859131, -1.7401118278503418, -0.5977761149406433, 8.536944389343262]",128.png
129,Y,"[-1.8964788913726807, -2.106280565261841, -0.8485391736030579, 9.167579650878906]",129.png
130,Y,"[-1.7945882081985474, -1.6061756610870361, -0.914400041103363, 8.510457038879395]",130.png
131,Y,"[-2.0204031467437744, -2.0124666690826416, -0.6111702919006348, 8.724433898925781]",131.png
132,Y,"[-1.7308058738708496, -2.3192527294158936, -0.8219833374023438, 9.178397178649902]",132.png
133,Y,"[-2.0021071434020996, -1.2980601787567139, -0.9247419834136963, 8.253320693969727]",133.png
134,Y,"[-1.7874641418457031, -1.5041890144348145, -1.142642617225647, 8.637313842773438]",134.png
135,Y,"[-1.5135009288787842, -1.9461777210235596, -1.1330831050872803, 8.800230026245117]",135.png
136,Y,"[-1.702914834022522, -2.5348641872406006, -0.7425717115402222, 9.162389755249023]",136.png
137,Y,"[-1.5021870136260986, -2.510875940322876, -0.7065607309341431, 9.311751365661621]",137.png
138,Y,"[-1.799208164215088, -2.168898344039917, -0.8424856066703796, 8.977178573608398]",138.png
139,Y,"[-1.8550219535827637, -1.846116065979004, -0.7177651524543762, 8.399474143981934]",139.png
140,None,"[-1.7023308277130127, -1.4487097263336182, -0.7985990047454834, 7.619610786437988]",140.png
141,None,"[-1.7636491060256958, 1.4757373332977295, -0.0522213950753212, 2.6538023948669434]",141.png
142,None,"[-1.3033806085586548, 1.778847575187683, -0.2206781655550003, 2.183065414428711]",142.png
143,None,"[-1.648667335510254, -0.20208702981472015, 0.8670939207077026, 3.6819591522216797]",143.png
144,None,"[-0.11402642726898193, -1.7732045650482178, 0.7415540814399719, 3.995051622390747]",144.png
145,None,"[0.9522631168365479, -1.3725297451019287, 0.34390807151794434, 2.5060744285583496]",145.png
146,None,"[0.08016249537467957, -0.3265059292316437, 0.2326933741569519, 2.177565574645996]",146.png
147,None,"[0.3795371949672699, 0.7740219235420227, -0.35952767729759216, 1.511030673980713]",147.png
148,None,"[-1.0551809072494507, 0.078823983669281, 1.2137696743011475, 1.806396484375]",148.png
149,None,"[0.8748692274093628, -0.2038821429014206, 0.3595603406429291, 1.207633376121521]",149.png
150,None,"[-0.1567424237728119, 1.4225773811340332, -0.25991883873939514, 1.0901044607162476]",150.png
151,None,"[0.2695292532444, 2.2713539600372314, -0.3343474864959717, -0.09373625367879868]",151.png
152,None,"[0.25685033202171326, 0.9671672582626343, 0.40068259835243225, 0.9716523885726929]",152.png
153,None,"[-0.03267848491668701, -0.09319327771663666, 0.6272425651550293, 1.9104282855987549]",153.png
154,None,"[0.06740877032279968, -0.032248225063085556, 0.699455976486206, 1.8846925497055054]",154.png
155,None,"[-0.5546127557754517, 0.48720940947532654, 0.4583471417427063, 2.1317176818847656]",155.png
156,None,"[1.5734529495239258, 0.6925981044769287, -0.16233819723129272, 0.5113732218742371]",156.png
157,None,"[0.5855685472488403, 0.3987174928188324, 0.03942633420228958, 1.245123267173767]",157.png
158,None,"[-0.633888840675354, 0.8197181224822998, 0.43006765842437744, 1.5816521644592285]",158.png
159,None,"[0.11440637707710266, 0.21419480443000793, -0.09830444306135178, 2.2645974159240723]",159.png
160,None,"[0.3589467704296112, 0.6176573038101196, 0.41159480810165405, 1.1180508136749268]",160.png
161,None,"[0.5029146671295166, 0.17024120688438416, 0.7636523246765137, 1.5135732889175415]",161.png
162,None,"[0.055207788944244385, 0.9918392300605774, 0.33983877301216125, 1.0763518810272217]",162.png
163,None,"[0.34607264399528503, 1.0954397916793823, 0.20803464949131012, 0.7405043840408325]",163.png
164,None,"[-0.17813614010810852, 2.6449739933013916, -0.5980342626571655, 0.5580143928527832]",164.png
165,None,"[-0.635978102684021, 0.7812210321426392, 0.7442837953567505, 1.6426711082458496]",165.png
166,None,"[-1.2617039680480957, 1.5696191787719727, 0.6551288366317749, 1.4099088907241821]",166.png
167,None,"[-0.7643711566925049, 1.9223953485488892, -0.31784287095069885, 1.6190214157104492]",167.png
168,None,"[-0.6644916534423828, 2.120103120803833, 0.40564462542533875, 0.7078779935836792]",168.png
169,None,"[-0.6285662651062012, 1.4080989360809326, 0.13227006793022156, 1.599549651145935]",169.png
170,None,"[0.21667984127998352, 1.0157794952392578, 0.3700668513774872, 1.2498490810394287]",170.png
171,None,"[-0.6755243539810181, 2.5232880115509033, 0.3903455436229706, 0.4121512472629547]",171.png
172,None,"[-0.2047765552997589, 1.0599706172943115, 0.6858934164047241, 0.9560154676437378]",172.png
173,None,"[0.7783257961273193, 0.9286017417907715, 1.1490691900253296, 0.03901232033967972]",173.png
174,None,"[1.5930076837539673, -0.531244158744812, 0.98568195104599, 0.902784526348114]",174.png
175,None,"[1.1686136722564697, 1.0672509670257568, 0.050005413591861725, 0.604961633682251]",175.png
176,None,"[1.3826987743377686, 0.8809741139411926, -0.3971337378025055, 1.041009545326233]",176.png
177,None,"[1.0816679000854492, 0.6773070693016052, -0.20613974332809448, 0.793735921382904]",177.png
178,None,"[1.2373955249786377, -0.5901523232460022, 0.3248245120048523, 1.7712199687957764]",178.png
179,None,"[-0.8981444835662842, -0.9478253722190857, 1.830990195274353, 2.156127452850342]",179.png
180,None,"[-1.182036280632019, -1.5907878875732422, 4.024545669555664, 1.6841150522232056]",180.png
181,None,"[-0.1794847548007965, -1.4471564292907715, 2.3319618701934814, 2.0223183631896973]",181.png
182,None,"[-0.5307197570800781, -0.8481003046035767, 0.5089841485023499, 3.050835132598877]",182.png
183,None,"[-0.2668819725513458, -0.6302332878112793, -0.1923835426568985, 3.4309816360473633]",183.png
184,None,"[0.21212118864059448, -1.193661093711853, 0.20163264870643616, 3.0219452381134033]",184.png
185,None,"[-1.4349770545959473, -1.034232497215271, 1.1074110269546509, 3.631742000579834]",185.png
186,None,"[-2.0378477573394775, -2.0881688594818115, -0.06365852802991867, 7.661043643951416]",186.png
187,Y,"[-2.1662871837615967, -2.483630418777466, -0.698622465133667, 9.712336540222168]",187.png
188,Y,"[-2.2880048751831055, -1.8409113883972168, -0.3600097894668579, 8.3502197265625]",188.png
189,Y,"[-2.2059853076934814, -1.7894648313522339, -0.656313419342041, 8.525124549865723]",189.png
190,Y,"[-2.289628505706787, -1.602097511291504, -0.7195442914962769, 8.818859100341797]",190.png
191,Y,"[-1.9816527366638184, -1.9967708587646484, -0.620261549949646, 8.878183364868164]",191.png
192,Y,"[-2.157330274581909, -1.762143850326538, -0.8072620630264282, 9.057987213134766]",192.png
193,Y,"[-1.814141869544983, -2.2444205284118652, -0.8357552886009216, 9.222861289978027]",193.png
194,Y,"[-2.278602123260498, -1.499032735824585, -0.6635575294494629, 8.755355834960938]",194.png
195,Y,"[-2.077091932296753, -2.1005465984344482, -0.5522750616073608, 8.97838020324707]",195.png
196,Y,"[-1.9436335563659668, -2.2000741958618164, -0.4551992416381836, 8.801990509033203]",196.png
197,Y,"[-1.7459728717803955, -1.9084324836730957, -1.031162142753601, 8.966320037841797]",197.png
198,Y,"[-2.147858142852783, -1.9341572523117065, -0.7053486704826355, 9.101184844970703]",198.png
199,Y,"[-2.1213877201080322, -1.6485309600830078, -0.8777372241020203, 8.731279373168945]",199.png
200,Y,"[-1.8098978996276855, -0.7046347260475159, -1.310832142829895, 7.491703987121582]",200.png
201,Y,"[-2.0430212020874023, -0.3620355427265167, -1.2690459489822388, 7.250771522521973]",201.png
202,Y,"[-1.628844976425171, -1.7559378147125244, -1.0536409616470337, 8.592342376708984]",202.png
203,Y,"[-1.5434250831604004, -1.1255919933319092, -1.1219820976257324, 7.74656867980957]",203.png
204,Y,"[-1.7964859008789062, -0.5176368355751038, -1.2333308458328247, 7.2739386558532715]",204.png
205,Y,"[-2.4164302349090576, -1.200669527053833, -1.2227298021316528, 8.940853118896484]",205.png
206,Y,"[-1.9258102178573608, -2.123082399368286, -0.9282756447792053, 9.287869453430176]",206.png
207,Y,"[-2.0683445930480957, -2.200300455093384, -0.9254909157752991, 9.628194808959961]",207.png
208,Y,"[-2.105103015899658, -1.5388984680175781, -1.0826784372329712, 8.871715545654297]",208.png
209,Y,"[-2.0093677043914795, -1.0151176452636719, -1.1786201000213623, 8.344005584716797]",209.png
210,Y,"[-1.5009068250656128, -1.7169703245162964, -1.2805442810058594, 8.81126594543457]",210.png
211,Y,"[-1.9040073156356812, -0.9715422987937927, -1.3165241479873657, 8.194510459899902]",211.png
212,Y,"[-1.9628722667694092, -2.1032421588897705, -0.8951230049133301, 9.296443939208984]",212.png
213,Y,"[-2.118762731552124, -0.6680892109870911, -1.1810170412063599, 7.889827251434326]",213.png
214,Y,"[-2.2364420890808105, -1.1061797142028809, -0.8946754336357117, 8.615066528320312]",214.png
215,Y,"[-2.028459072113037, -1.6961352825164795, -0.8359467387199402, 8.935684204101562]",215.png
216,Y,"[-2.0569028854370117, -1.725226879119873, -0.6502448320388794, 8.535985946655273]",216.png
217,Y,"[-2.462804079055786, -0.4706701338291168, -0.44362521171569824, 7.069668769836426]",217.png
218,None,"[-1.081201434135437, 2.5372769832611084, -1.3387202024459839, 3.072561264038086]",218.png
219,None,"[2.734848976135254, 4.21427583694458, -2.523987054824829, -1.3752202987670898]",219.png
220,None,"[-1.2787141799926758, 9.214508056640625, -2.8757686614990234, -2.25443959236145]",220.png
221,None,"[-1.6127169132232666, 9.68726921081543, -2.8515756130218506, -2.307933807373047]",221.png
222,F,"[-2.3244376182556152, 11.426370620727539, -2.966621160507202, -2.73581600189209]",222.png
223,F,"[-2.524097204208374, 11.547811508178711, -2.782461404800415, -2.7826995849609375]",223.png
224,F,"[-2.455333948135376, 10.740565299987793, -2.5698740482330322, -2.486123561859131]",224.png
225,F,"[-2.133939027786255, 10.053400039672852, -2.610685348510742, -2.291508197784424]",225.png
226,F,"[-2.095451831817627, 9.819465637207031, -2.544804811477661, -2.2016704082489014]",226.png
227,F,"[-2.1671621799468994, 10.38817024230957, -2.6996896266937256, -2.3709447383880615]",227.png
228,F,"[-1.786384105682373, 9.856476783752441, -2.8212502002716064, -2.199549913406372]",228.png
229,F,"[-1.9869253635406494, 10.08622932434082, -2.650383710861206, -2.3945555686950684]",229.png
230,F,"[-2.255384683609009, 10.82079792022705, -2.7974636554718018, -2.525491714477539]",230.png
231,F,"[-1.9647321701049805, 9.573007583618164, -2.6488192081451416, -2.043104648590088]",231.png
232,F,"[-2.2388579845428467, 10.368921279907227, -2.627795457839966, -2.409661293029785]",232.png
233,F,"[-1.9338771104812622, 9.352031707763672, -2.605445146560669, -1.9733245372772217]",233.png
234,F,"[-2.22790789604187, 10.299158096313477, -2.695482015609741, -2.2990050315856934]",234.png
235,F,"[-2.29292893409729, 10.544722557067871, -2.642220973968506, -2.4412360191345215]",235.png
236,F,"[-2.0732223987579346, 10.145549774169922, -2.751424789428711, -2.2127645015716553]",236.png
237,F,"[-2.260740280151367, 10.281000137329102, -2.6347343921661377, -2.2760157585144043]",237.png
238,F,"[-2.240781545639038, 10.629495620727539, -2.647353410720825, -2.5540573596954346]",238.png
239,F,"[-2.3087081909179688, 10.4410982131958, -2.654250144958496, -2.3338332176208496]",239.png
240,F,"[-2.1410155296325684, 10.379953384399414, -2.796952962875366, -2.3354580402374268]",240.png
241,F,"[-2.149893283843994, 10.644484519958496, -2.8416974544525146, -2.46376895904541]",241.png
242,F,"[-2.1320905685424805, 10.54809856414795, -2.8383519649505615, -2.4016671180725098]",242.png
243,F,"[-2.1603786945343018, 10.52780818939209, -2.7438838481903076, -2.461405038833618]",243.png
244,F,"[-2.089118480682373, 10.333951950073242, -2.8297548294067383, -2.278923988342285]",244.png
245,F,"[-2.0217721462249756, 10.364153861999512, -2.77641224861145, -2.4744999408721924]",245.png
246,F,"[-2.2092909812927246, 10.169824600219727, -2.684464454650879, -2.215583324432373]",246.png
247,F,"[-2.233558416366577, 10.34476375579834, -2.7659823894500732, -2.219287633895874]",247.png
248,F,"[-2.1510467529296875, 10.816375732421875, -2.7840914726257324, -2.648207902908325]",248.png
249,F,"[-2.2761902809143066, 10.557146072387695, -2.745485782623291, -2.3568363189697266]",249.png
250,F,"[-2.182828187942505, 10.47208023071289, -2.6602795124053955, -2.5010757446289062]",250.png
251,F,"[-2.2498159408569336, 10.750751495361328, -2.8003902435302734, -2.4889261722564697]",251.png
252,F,"[-2.1587679386138916, 10.098726272583008, -2.614457368850708, -2.2640137672424316]",252.png
253,F,"[-2.160228729248047, 10.735467910766602, -2.8852083683013916, -2.4527575969696045]",253.png
254,F,"[-2.268495798110962, 10.404867172241211, -2.669853925704956, -2.359609603881836]",254.png
255,F,"[-2.512554883956909, 11.312349319458008, -2.7588484287261963, -2.6483840942382812]",255.png
256,F,"[-2.4018073081970215, 11.48110294342041, -2.8203837871551514, -2.8452322483062744]",256.png
257,F,"[-2.447338581085205, 10.88869571685791, -2.5857315063476562, -2.600165605545044]",257.png
258,F,"[-2.4593276977539062, 11.706243515014648, -2.861071825027466, -2.8912601470947266]",258.png
259,None,"[-2.044358253479004, 3.6416189670562744, 1.892578125, -0.6377625465393066]",259.png
260,None,"[-3.394181489944458, 4.663812637329102, 3.1004810333251953, -1.3619027137756348]",260.png
261,None,"[-2.0941319465637207, 1.1783896684646606, 5.513980865478516, -1.2624027729034424]",261.png
262,None,"[-2.583463191986084, -0.43798428773880005, 7.8843770027160645, -1.1059240102767944]",262.png
263,L,"[-2.3035857677459717, -1.5995988845825195, 8.483278274536133, -0.582780122756958]",263.png
264,L,"[-2.1638619899749756, -1.538657784461975, 8.566315650939941, -0.7511835098266602]",264.png
265,L,"[-2.4488754272460938, -1.9688432216644287, 9.152902603149414, -0.46831923723220825]",265.png
266,L,"[-2.5678443908691406, -1.5645194053649902, 8.86988639831543, -0.6346954107284546]",266.png
267,L,"[-2.4760053157806396, -1.4794285297393799, 8.4362211227417, -0.5111865997314453]",267.png
268,L,"[-2.437513828277588, -1.6107858419418335, 8.864375114440918, -0.6827640533447266]",268.png
269,L,"[-2.444206476211548, -1.8551520109176636, 8.969010353088379, -0.43963226675987244]",269.png
270,L,"[-2.387218952178955, -1.6741516590118408, 8.584200859069824, -0.39033985137939453]",270.png
271,L,"[-2.534620761871338, -1.8973286151885986, 9.198792457580566, -0.49597203731536865]",271.png
272,L,"[-2.934577703475952, -1.666545033454895, 9.83072566986084, -0.6937779188156128]",272.png
273,L,"[-2.50236177444458, -1.9517505168914795, 9.277789115905762, -0.4440140128135681]",273.png
274,L,"[-2.703106641769409, -2.349421977996826, 10.343815803527832, -0.5531643033027649]",274.png
275,L,"[-1.9930000305175781, -2.0879719257354736, 9.136256217956543, -0.8037163615226746]",275.png
276,L,"[-2.5866761207580566, -1.8384597301483154, 9.672560691833496, -0.7745397686958313]",276.png
277,L,"[-2.7782435417175293, -2.1485533714294434, 9.72557544708252, -0.351449191570282]",277.png
278,L,"[-2.661825180053711, -2.205213785171509, 9.65991497039795, -0.26788944005966187]",278.png
279,L,"[-2.8810524940490723, -2.077650308609009, 9.953015327453613, -0.44674453139305115]",279.png
280,L,"[-2.5610408782958984, -2.0895042419433594, 9.880696296691895, -0.6015439629554749]",280.png
281,L,"[-3.0944933891296387, -2.046715497970581, 10.264357566833496, -0.41932404041290283]",281.png
282,L,"[-3.1712656021118164, -1.7813079357147217, 9.962238311767578, -0.4679136276245117]",282.png
